,Organisation,Country,ISO Code,Vehicle_Name,Launch_date,Launch_Month,Launch_Year,Rocket_Status,Price,Mission_Status,Decade
2236,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,18-11-1983,Nov,1983,StatusRetired,62,Success,1980
2237,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-11-1983,Nov,1983,StatusRetired,5000,Success,1980
2238,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,29-10-1983,Oct,1983,StatusRetired,5000,Success,1980
2239,RVSN USSR,Russia,RUS,Vostok-2M ,28-10-1983,Oct,1983,StatusRetired,5000,Success,1980
2240,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,26-10-1983,Oct,1983,StatusRetired,5000,Success,1980
2241,ESA,France,FRA,Ariane 1 ,19-10-1983,Oct,1983,StatusRetired,37,Success,1980
2242,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-10-1983,Oct,1983,StatusRetired,5000,Success,1980
2243,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,05-10-1983,Oct,1983,StatusRetired,5000,Success,1980
2244,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,30-09-1983,Sep,1983,StatusRetired,5000,Success,1980
2245,RVSN USSR,Russia,RUS,Tsyklon-3 ,28-09-1983,Sep,1983,StatusRetired,5000,Success,1980
2246,NASA,USA,USA,Space Shuttle Challenger ,05-09-1983,Sep,1983,StatusRetired,450,Success,1980
2247,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,31-08-1983,Aug,1983,StatusRetired,5000,Success,1980
2248,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,30-08-1983,Aug,1983,StatusRetired,5000,Success,1980
2249,CASC,China,CHN,Long March 2C ,19-08-1983,Aug,1983,StatusActive,30.8,Success,1980
2250,MHI,Japan,JPN,N-II Star-37E ,05-08-1983,Aug,1983,StatusRetired,90,Success,1980
2251,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,03-08-1983,Aug,1983,StatusRetired,5000,Success,1980
2252,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,31-07-1983,Jul,1983,StatusRetired,35,Success,1980
2253,RVSN USSR,Kazakhstan,KAZ,Vostok-2M ,24-07-1983,Jul,1983,StatusRetired,5000,Success,1980
2254,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,19-07-1983,Jul,1983,StatusRetired,5000,Success,1980
2255,General Dynamics,USA,USA,Atlas-E/F SGS-2 ,14-07-1983,Jul,1983,StatusRetired,62,Success,1980
2256,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,08-07-1983,Jul,1983,StatusRetired,5000,Success,1980
2257,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-07-1983,Jul,1983,StatusRetired,5000,Success,1980
2258,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block SO-L ,01-07-1983,Jul,1983,StatusRetired,5000,Success,1980
2259,RVSN USSR,Russia,RUS,Tsyklon-3 ,22-06-1983,Jun,1983,StatusRetired,5000,Success,1980
2260,Martin Marietta,USA,USA,Titan 34D ,20-06-1983,Jun,1983,StatusRetired,35,Success,1980
2261,NASA,USA,USA,Space Shuttle Challenger ,18-06-1983,Jun,1983,StatusRetired,450,Success,1980
2262,ESA,France,FRA,Ariane 1 ,16-06-1983,Jun,1983,StatusRetired,37,Success,1980
2263,General Dynamics,USA,USA,Atlas-H MSD ,09-06-1983,Jun,1983,StatusRetired,62,Success,1980
2264,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,26-05-1983,May,1983,StatusRetired,5000,Success,1980
2265,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-05-1983,May,1983,StatusRetired,5000,Success,1980
2266,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,19-05-1983,May,1983,StatusRetired,62,Success,1980
2267,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-05-1983,May,1983,StatusRetired,5000,Success,1980
2268,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,07-05-1983,May,1983,StatusRetired,5000,Success,1980
2269,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-05-1983,May,1983,StatusRetired,5000,Success,1980
2270,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,04-05-1983,May,1983,StatusRetired,5000,Success,1980
2271,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,25-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2272,RVSN USSR,Russia,RUS,Tsyklon-3 ,23-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2273,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2274,US Air Force,USA,USA,Titan III(24)B ,17-04-1983,Apr,1983,StatusRetired,59,Success,1980
2275,ISRO,India,IND,SLV-3 ,17-04-1983,Apr,1983,StatusRetired,31,Success,1980
2276,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2277,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2278,NASA,USA,USA,Space Shuttle Challenger ,04-04-1983,Apr,1983,StatusRetired,450,Success,1980
2279,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,02-04-1983,Apr,1983,StatusRetired,5000,Success,1980
2280,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,30-03-1983,Mar,1983,StatusRetired,5000,Success,1980
2281,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,28-03-1983,Mar,1983,StatusRetired,62,Success,1980
2282,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-03-1983,Mar,1983,StatusRetired,5000,Success,1980
2283,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,16-03-1983,Mar,1983,StatusRetired,5000,Success,1980
2284,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,15-03-1983,Mar,1983,StatusRetired,5000,Success,1980
2285,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,11-03-1983,Mar,1983,StatusRetired,5000,Success,1980
2286,ISAS,Japan,JPN,Mu-III S ,20-02-1983,Feb,1983,StatusRetired,62,Success,1980
2287,RVSN USSR,Russia,RUS,Vostok-2M ,16-02-1983,Feb,1983,StatusRetired,5000,Success,1980
2288,General Dynamics,USA,USA,Atlas-H MSD ,09-02-1983,Feb,1983,StatusRetired,62,Success,1980
2289,MHI,Japan,JPN,N-II Star-37E ,04-02-1983,Feb,1983,StatusRetired,90,Success,1980
2290,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,25-01-1983,Jan,1983,StatusRetired,5000,Failure,1980
2291,RVSN USSR,Russia,RUS,Vostok-2M ,20-01-1983,Jan,1983,StatusRetired,5000,Success,1980
2292,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-01-1983,Jan,1983,StatusRetired,5000,Success,1980
2293,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-01-1983,Jan,1983,StatusRetired,5000,Success,1980
2294,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-12-1982,Dec,1982,StatusRetired,5000,Success,1980
2295,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,21-12-1982,Dec,1982,StatusRetired,62,Success,1980
2296,RVSN USSR,Russia,RUS,Vostok-2M ,14-12-1982,Dec,1982,StatusRetired,5000,Success,1980
2297,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,08-12-1982,Dec,1982,StatusRetired,5000,Partial Failure,1980
2298,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-11-1982,Nov,1982,StatusRetired,5000,Failure,1980
2299,Martin Marietta,USA,USA,Titan IIID ,17-11-1982,Nov,1982,StatusRetired,35,Success,1980
2300,NASA,USA,USA,Space Shuttle Columbia ,11-11-1982,Nov,1982,StatusRetired,450,Success,1980
2301,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-11-1982,Nov,1982,StatusRetired,5000,Success,1980
2302,Martin Marietta,USA,USA,Titan 34D ,30-10-1982,Oct,1982,StatusRetired,35,Success,1980
2303,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-10-1982,Oct,1982,StatusRetired,5000,Success,1980
2304,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-10-1982,Oct,1982,StatusRetired,5000,Success,1980
2305,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,28-09-1982,Sep,1982,StatusRetired,62,Success,1980
2306,RVSN USSR,Russia,RUS,Tsyklon-3 ,24-09-1982,Sep,1982,StatusRetired,5000,Success,1980
2307,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,22-09-1982,Sep,1982,StatusRetired,5000,Success,1980
2308,RVSN USSR,Russia,RUS,Tsyklon-3 ,16-09-1982,Sep,1982,StatusRetired,5000,Success,1980
2309,CASC,China,CHN,Long March 2C ,09-09-1982,Sep,1982,StatusActive,30.8,Success,1980
2310,ESA,France,FRA,Ariane 1 ,09-09-1982,Sep,1982,StatusRetired,37,Failure,1980
2311,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,04-09-1982,Sep,1982,StatusRetired,5000,Success,1980
2312,MHI,Japan,JPN,N-I ,03-09-1982,Sep,1982,StatusRetired,90,Success,1980
2313,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,30-08-1982,Aug,1982,StatusRetired,5000,Success,1980
2314,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,30-08-1982,Aug,1982,StatusRetired,5000,Success,1980
2315,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,27-08-1982,Aug,1982,StatusRetired,5000,Success,1980
2316,RVSN USSR,Russia,RUS,Vostok-2M ,05-08-1982,Aug,1982,StatusRetired,5000,Success,1980
2317,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,02-08-1982,Aug,1982,StatusRetired,5000,Success,1980
2318,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-07-1982,Jul,1982,StatusRetired,5000,Success,1980
2319,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,21-07-1982,Jul,1982,StatusRetired,5000,Success,1980
2320,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-07-1982,Jul,1982,StatusRetired,5000,Success,1980
2321,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-07-1982,Jul,1982,StatusRetired,5000,Success,1980
2322,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2323,NASA,USA,USA,Space Shuttle Columbia ,27-06-1982,Jun,1982,StatusRetired,450,Success,1980
2324,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,25-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2325,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,18-06-1982,Jun,1982,StatusRetired,5000,Partial Failure,1980
2326,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,18-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2327,RVSN USSR,Russia,RUS,Tsyklon-3 ,10-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2328,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2329,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,03-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2330,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,01-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2331,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,01-06-1982,Jun,1982,StatusRetired,5000,Success,1980
2332,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,28-05-1982,May,1982,StatusRetired,5000,Success,1980
2333,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,20-05-1982,May,1982,StatusRetired,5000,Success,1980
2334,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,14-05-1982,May,1982,StatusRetired,5000,Success,1980
2335,Martin Marietta,USA,USA,Titan IIID ,11-05-1982,May,1982,StatusRetired,35,Success,1980
2336,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-05-1982,May,1982,StatusRetired,5000,Success,1980
2337,RVSN USSR,Russia,RUS,Vostok-2M ,05-05-1982,May,1982,StatusRetired,5000,Success,1980
2338,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,29-04-1982,Apr,1982,StatusRetired,5000,Success,1980
2339,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-04-1982,Apr,1982,StatusRetired,5000,Success,1980
2340,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-04-1982,Apr,1982,StatusRetired,5000,Success,1980
2341,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,08-04-1982,Apr,1982,StatusRetired,5000,Success,1980
2342,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,07-04-1982,Apr,1982,StatusRetired,5000,Success,1980
2343,RVSN USSR,Russia,RUS,Vostok-2M ,31-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2344,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,31-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2345,RVSN USSR,Russia,RUS,Tsyklon-3 ,25-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2346,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2347,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,24-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2348,NASA,USA,USA,Space Shuttle Columbia ,22-03-1982,Mar,1982,StatusRetired,450,Success,1980
2349,Martin Marietta,USA,USA,Titan III(23)C ,06-03-1982,Mar,1982,StatusRetired,35,Success,1980
2350,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,05-03-1982,Mar,1982,StatusRetired,62,Success,1980
2351,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,04-03-1982,Mar,1982,StatusRetired,5000,Failure,1980
2352,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,03-03-1982,Mar,1982,StatusRetired,5000,Success,1980
2353,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,26-02-1982,Feb,1982,StatusRetired,5000,Success,1980
2354,RVSN USSR,Russia,RUS,Vostok-2M ,19-02-1982,Feb,1982,StatusRetired,5000,Success,1980
2355,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-02-1982,Feb,1982,StatusRetired,5000,Success,1980
2356,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,11-02-1982,Feb,1982,StatusRetired,5000,Success,1980
2357,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-01-1982,Jan,1982,StatusRetired,5000,Success,1980
2358,US Air Force,USA,USA,Titan III(24)B ,21-01-1982,Jan,1982,StatusRetired,59,Success,1980
2359,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,14-01-1982,Jan,1982,StatusRetired,5000,Success,1980
2360,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-01-1982,Jan,1982,StatusRetired,5000,Success,1980
2361,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,23-12-1981,Dec,1981,StatusRetired,5000,Success,1980
2362,ESA,France,FRA,Ariane 1 ,20-12-1981,Dec,1981,StatusRetired,37,Success,1980
2363,General Dynamics,USA,USA,Atlas-E/F SGS-1 ,19-12-1981,Dec,1981,StatusRetired,62,Failure,1980
2364,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-12-1981,Dec,1981,StatusRetired,5000,Success,1980
2365,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,15-12-1981,Dec,1981,StatusRetired,62,Success,1980
2366,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,04-12-1981,Dec,1981,StatusRetired,5000,Partial Failure,1980
2367,RVSN USSR,Russia,RUS,Tsyklon-3 ,03-12-1981,Dec,1981,StatusRetired,5000,Success,1980
2368,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-11-1981,Nov,1981,StatusRetired,5000,Success,1980
2369,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,20-11-1981,Nov,1981,StatusRetired,5000,Success,1980
2370,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,17-11-1981,Nov,1981,StatusRetired,5000,Success,1980
2371,NASA,USA,USA,Space Shuttle Columbia ,12-11-1981,Nov,1981,StatusRetired,450,Success,1980
2372,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,31-10-1981,Oct,1981,StatusRetired,5000,Success,1980
2373,Martin Marietta,USA,USA,Titan III(23)C ,31-10-1981,Oct,1981,StatusRetired,35,Success,1980
2374,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,17-10-1981,Oct,1981,StatusRetired,5000,Success,1980
2375,RVSN USSR,Russia,RUS,Vostok-2M ,13-10-1981,Oct,1981,StatusRetired,5000,Success,1980
2376,RVSN USSR,Russia,RUS,Tsyklon-3 ,30-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2377,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2378,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2379,RVSN USSR,Russia,RUS,Tsyklon-3 ,21-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2380,CASC,China,CHN,Feng Bao 1 ,19-09-1981,Sep,1981,StatusRetired,30.8,Success,1980
2381,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,18-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2382,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,14-09-1981,Sep,1981,StatusRetired,5000,Success,1980
2383,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,11-09-1981,Sep,1981,StatusRetired,5000,Partial Failure,1980
2384,Martin Marietta,USA,USA,Titan IIID ,03-09-1981,Sep,1981,StatusRetired,35,Success,1980
2385,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2386,RVSN USSR,Russia,RUS,Tsyklon-3 ,24-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2387,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,24-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2388,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2389,MHI,Japan,JPN,N-II Star-37E ,10-08-1981,Aug,1981,StatusRetired,90,Success,1980
2390,RVSN USSR,Russia,RUS,Vostok-2M ,07-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2391,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2392,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,06-08-1981,Aug,1981,StatusRetired,62,Partial Failure,1980
2393,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,04-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2394,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,04-08-1981,Aug,1981,StatusRetired,5000,Success,1980
2395,RVSN USSR,Kazakhstan,KAZ,Vostok-2M ,10-07-1981,Jul,1981,StatusRetired,5000,Success,1980
2396,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,24-06-1981,Jun,1981,StatusRetired,5000,Success,1980
2397,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,23-06-1981,Jun,1981,StatusRetired,62,Success,1980
2398,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,19-06-1981,Jun,1981,StatusRetired,5000,Success,1980
2399,ESA,France,FRA,Ariane 1 ,19-06-1981,Jun,1981,StatusRetired,37,Success,1980
2400,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,09-06-1981,Jun,1981,StatusRetired,5000,Success,1980
2401,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,04-06-1981,Jun,1981,StatusRetired,5000,Success,1980
2402,ISRO,India,IND,SLV-3 ,31-05-1981,May,1981,StatusRetired,31,Partial Failure,1980
2403,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,23-05-1981,May,1981,StatusRetired,62,Success,1980
2404,RVSN USSR,Russia,RUS,Vostok-2M ,19-05-1981,May,1981,StatusRetired,5000,Success,1980
2405,RVSN USSR,Russia,RUS,Vostok-2M ,14-05-1981,May,1981,StatusRetired,5000,Success,1980
2406,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-05-1981,May,1981,StatusRetired,5000,Success,1980
2407,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,24-04-1981,Apr,1981,StatusRetired,35,Success,1980
2408,NASA,USA,USA,Space Shuttle Columbia ,12-04-1981,Apr,1981,StatusRetired,450,Success,1980
2409,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,09-04-1981,Apr,1981,StatusRetired,5000,Success,1980
2410,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,31-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2411,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,24-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2412,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,21-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2413,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,20-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2414,Martin Marietta,USA,USA,Titan III(23)C ,16-03-1981,Mar,1981,StatusRetired,35,Success,1980
2415,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,14-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2416,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2417,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,05-03-1981,Mar,1981,StatusRetired,5000,Success,1980
2418,US Air Force,USA,USA,Titan III(24)B ,28-02-1981,Feb,1981,StatusRetired,59,Success,1980
2419,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,21-02-1981,Feb,1981,StatusRetired,62,Success,1980
2420,ISAS,Japan,JPN,Mu-III S ,21-02-1981,Feb,1981,StatusRetired,62,Success,1980
2421,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,19-02-1981,Feb,1981,StatusRetired,5000,Success,1980
2422,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-02-1981,Feb,1981,StatusRetired,5000,Success,1980
2423,MHI,Japan,JPN,N-II Star-37E ,11-02-1981,Feb,1981,StatusRetired,90,Success,1980
2424,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-02-1981,Feb,1981,StatusRetired,5000,Success,1980
2425,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,02-02-1981,Feb,1981,StatusRetired,5000,Success,1980
2426,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,30-01-1981,Jan,1981,StatusRetired,5000,Success,1980
2427,RVSN USSR,Russia,RUS,Vostok-2M ,27-01-1981,Jan,1981,StatusRetired,5000,Success,1980
2428,RVSN USSR,Russia,RUS,Tsyklon-3 ,23-01-1981,Jan,1981,StatusRetired,5000,Failure,1980
2429,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-01-1981,Jan,1981,StatusRetired,5000,Success,1980
2430,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,16-01-1981,Jan,1981,StatusRetired,5000,Success,1980
2431,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,09-01-1981,Jan,1981,StatusRetired,5000,Success,1980
2432,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block SO-L ,25-12-1980,Dec,1980,StatusRetired,5000,Success,1980
2433,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-12-1980,Dec,1980,StatusRetired,5000,Partial Failure,1980
2434,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,13-12-1980,Dec,1980,StatusRetired,35,Success,1980
2435,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,10-12-1980,Dec,1980,StatusRetired,5000,Success,1980
2436,General Dynamics,USA,USA,Atlas-E/F MSD ,09-12-1980,Dec,1980,StatusRetired,62,Failure,1980
2437,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,06-12-1980,Dec,1980,StatusRetired,62,Success,1980
2438,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,05-12-1980,Dec,1980,StatusRetired,5000,Success,1980
2439,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,05-12-1980,Dec,1980,StatusRetired,5000,Success,1980
2440,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,27-11-1980,Nov,1980,StatusRetired,5000,Success,1980
2441,RVSN USSR,Russia,RUS,Vostok-2M ,21-11-1980,Nov,1980,StatusRetired,5000,Success,1980
2442,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,16-11-1980,Nov,1980,StatusRetired,5000,Success,1980
2443,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,04-11-1980,Nov,1980,StatusRetired,5000,Success,1980
2444,General Dynamics,USA,USA,Atlas-SLV3D Centaur-D1AR ,31-10-1980,Oct,1980,StatusRetired,62,Success,1980
2445,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,24-10-1980,Oct,1980,StatusRetired,5000,Success,1980
2446,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,14-10-1980,Oct,1980,StatusRetired,5000,Success,1980
2447,RVSN USSR,Russia,RUS,Vostok-2M ,09-09-1980,Sep,1980,StatusRetired,5000,Success,1980
2448,RVSN USSR,Russia,RUS,Vostok-2M ,15-08-1980,Aug,1980,StatusRetired,5000,Success,1980
2449,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,31-07-1980,Jul,1980,StatusRetired,5000,Success,1980
2450,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,18-07-1980,Jul,1980,StatusRetired,5000,Success,1980
2451,ISRO,India,IND,SLV-3 ,18-07-1980,Jul,1980,StatusRetired,31,Success,1980
2452,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,09-07-1980,Jul,1980,StatusRetired,5000,Success,1980
2453,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,02-07-1980,Jul,1980,StatusRetired,5000,Success,1980
2454,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,01-07-1980,Jul,1980,StatusRetired,5000,Success,1980
2455,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,21-06-1980,Jun,1980,StatusRetired,5000,Success,1980
2456,Martin Marietta,USA,USA,Titan IIID ,18-06-1980,Jun,1980,StatusRetired,35,Success,1980
2457,RVSN USSR,Kazakhstan,KAZ,Vostok-2M ,18-06-1980,Jun,1980,StatusRetired,5000,Success,1980
2458,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,14-06-1980,Jun,1980,StatusRetired,5000,Success,1980
2459,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-06-1980,Jun,1980,StatusRetired,5000,Success,1980
2460,RVSN USSR,Russia,RUS,Vostok-2M ,04-06-1980,Jun,1980,StatusRetired,5000,Success,1980
